Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
27/10/2025 12:40,70.17116,938.71,612.34661,162.49339,-163.87,"ACTUAL"
27/10/2025 12:45,68.44661,931.98,618.56867,168.88133,-144.53,"ACTUAL"
27/10/2025 12:50,67.86652,928.38,621.3587,174.6313,-132.39,"ACTUAL"
27/10/2025 12:55,67.52318,923.63,626.36614,158.21386,-139.06,"ACTUAL"
27/10/2025 13:00,67.48326,932.39,629.55316,155.95684,-146.87,"ACTUAL"
27/10/2025 13:05,68.47706,965.49,593.26235,162.38765,-209.84,"ACTUAL"
27/10/2025 13:10,68.01334,951.26,595.14665,172.76335,-183.35,"ACTUAL"
27/10/2025 13:15,69.53299,957.96,589.61801,167.17199,-201.16,"ACTUAL"
27/10/2025 13:20,67.84956,961.64,603.12675,203.61325,-154.9,"ACTUAL"
27/10/2025 13:25,58.5468,927.24,605.659,209.821,-111.76,"ACTUAL"
27/10/2025 13:30,58.85894,932.56,601.44724,189.39276,-141.72,"ACTUAL"
27/10/2025 13:35,66.34752,935.2,599.32315,181.15685,-154.72,"ACTUAL"
27/10/2025 13:40,68.13312,927.09,597.74775,175.34225,-154,"ACTUAL"
27/10/2025 13:45,68.3476,933,599.1287,171.3113,-162.56,"ACTUAL"
27/10/2025 13:50,68.59263,927.91,592.22199,164.32801,-171.36,"ACTUAL"
27/10/2025 13:55,67.72689,921.02,598.80701,163.35299,-158.86,"ACTUAL"
27/10/2025 14:00,59.74976,926.01,596.79824,166.06176,-163.14,"ACTUAL"
27/10/2025 14:05,56.40738,918.89,600.91937,174.21063,-143.76,"ACTUAL"
27/10/2025 14:10,58.92247,923.91,604.89088,195.52912,-123.49,"ACTUAL"
27/10/2025 14:15,62.77214,932.43,608.90805,186.11195,-137.42,"ACTUAL"
27/10/2025 14:20,57.68171,932.38,607.44861,175.18139,-149.76,"ACTUAL"
27/10/2025 14:25,59.63463,932.11,609.278,190.652,-132.18,"ACTUAL"
27/10/2025 14:30,56.18067,940.74,613.63349,198.17651,-128.93,"ACTUAL"
27/10/2025 14:35,58.36876,952.59,612.54099,181.24901,-158.8,"ACTUAL"
27/10/2025 14:40,55.97128,945.85,606.97775,181.74225,-157.13,"ACTUAL"
27/10/2025 14:45,56.03669,945.38,605.65622,173.86378,-165.86,"ACTUAL"
27/10/2025 14:50,56.04108,948.69,612.33276,189.83724,-146.52,"ACTUAL"
27/10/2025 14:55,55.97128,949.84,606.19693,184.23307,-159.42,"ACTUAL"
27/10/2025 15:00,56.14673,955.56,608.43894,194.54106,-152.57,"ACTUAL"
27/10/2025 15:05,38.70613,959.27,726.693,182.097,-50.48,"ACTUAL"
27/10/2025 15:10,44.19656,972.51,715.7497,177.3903,-79.37,"ACTUAL"
27/10/2025 15:15,44.1888,960.41,724.36411,165.25589,-70.8,"ACTUAL"
27/10/2025 15:20,41.9299,976.2,717.74185,162.76815,-95.69,"ACTUAL"
27/10/2025 15:25,46.48735,978.2,717.28914,171.45086,-89.46,"ACTUAL"
27/10/2025 15:30,40.99237,984.69,721.09785,176.33215,-87.26,"ACTUAL"
27/10/2025 15:35,35.79006,978.67,723.24038,183.34962,-72.08,"ACTUAL"
27/10/2025 15:40,35.73334,990.58,725.50766,186.23234,-78.84,"ACTUAL"
27/10/2025 15:45,43.92277,993.91,724.41696,189.76304,-79.72,"ACTUAL"
27/10/2025 15:50,35.92088,997.07,726.64891,194.22109,-76.2,"ACTUAL"
27/10/2025 15:55,58.27638,1005.65,727.67142,205.54858,-72.43,"ACTUAL"
27/10/2025 16:00,45.44094,1013.04,730.22757,206.95243,-75.86,"ACTUAL"
27/10/2025 16:05,64.73767,1024.99,721.7872,192.5328,-110.68,"ACTUAL"
27/10/2025 16:10,66.87548,998.52,734.37312,197.73688,-66.41,"ACTUAL"
27/10/2025 16:15,45.75179,1017.25,745.34428,209.39572,-62.52,"ACTUAL"
27/10/2025 16:20,39.08978,1011.53,767.65134,198.14866,-45.73,"ACTUAL"
27/10/2025 16:25,53.22372,1027.19,748.78521,199.28479,-79.12,"ACTUAL"
27/10/2025 16:30,41.21533,1027.79,774.62747,194.67253,-58.5,"ACTUAL"
27/10/2025 16:35,27.87596,1064.57,856.78,182.14,-25.65,"ACTUAL"
27/10/2025 16:40,53.46338,1076.73,826.52782,166.15218,-84.05,"ACTUAL"
27/10/2025 16:45,53.14847,1058.48,849.8499,173.1801,-35.45,"ACTUAL"
27/10/2025 16:50,55.49132,1060.87,806.43446,173.94554,-80.49,"ACTUAL"
27/10/2025 16:55,27.22737,1059.76,862.58341,161.05659,-36.12,"ACTUAL"
